"","kills","deaths","assists","killingSprees","largestKillingSpree","largestMultiKill","doubleKills","tripleKills","quadraKills","pentaKills","totalDamageDealt","totalDamageDealtToChampions","magicDamageDealt","physicalDamageDealt","trueDamageDealt","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","totalDamageTaken","goldEarned","goldSpent","totalMinionsKilled","neutralMinionsKilled","lane","teamPosition","timePlayed","visionScore","wardsPlaced","wardsKilled","longestTimeSpentLiving","totalHeal","totalHealsOnTeammates","totalDamageShieldedOnTeammates","timeCCingOthers","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","killParticipation","takedowns"
"114",9,2,13,2,6,2,1,0,0,0,287888,32362,275905,10112,1870,35509,9505,31135,33939,17023,15380,279,16,"TOP","MIDDLE",1802,33,10,6,920,9151,0,0,35,FALSE,FALSE,FALSE,FALSE,NA,NA
"115",7,10,6,2,4,1,0,0,0,0,96971,18235,34565,55407,6998,6307,190,11379,24420,9963,9383,134,0,"BOTTOM","BOTTOM",1552,14,8,1,443,1735,0,0,3,FALSE,FALSE,FALSE,FALSE,NA,NA
"116",2,12,3,0,0,1,0,0,0,0,13571,7172,7513,3224,2833,684,0,17218,32477,7193,7260,25,0,"BOTTOM","UTILITY",1744,65,29,3,451,708,326,1438,39,FALSE,FALSE,FALSE,FALSE,NA,NA
"117",0,7,11,0,0,0,0,0,0,0,11265,3902,7083,2561,1619,1108,238,6296,18205,6901,6425,17,0,"BOTTOM","UTILITY",1741,61,30,6,470,16729,12551,1238,27,FALSE,FALSE,FALSE,FALSE,NA,NA
"118",3,9,3,1,2,2,1,0,0,0,79059,22989,3904,74788,367,0,0,12196,19586,7787,7500,148,4,"BOTTOM","BOTTOM",1441,9,6,1,379,2339,0,0,22,FALSE,FALSE,FALSE,FALSE,NA,NA
"119",4,7,4,0,0,1,0,0,0,0,164259,24575,185,147120,16954,9043,9043,46433,37870,12496,12275,220,4,"TOP","TOP",1929,37,13,5,955,16669,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"120",9,0,9,1,9,1,0,0,0,0,52898,12305,1772,45810,5314,7782,1890,18140,10956,11165,10725,48,3,"BOTTOM","UTILITY",1790,94,50,11,0,1722,0,857,21,FALSE,FALSE,FALSE,FALSE,NA,NA
"121",7,7,3,2,3,2,1,0,0,0,169622,19128,26156,90872,52592,10364,0,30104,31382,9856,9450,12,128,"JUNGLE","JUNGLE",1413,17,11,0,332,14271,0,642,23,FALSE,FALSE,FALSE,FALSE,NA,NA
"122",3,5,7,0,0,1,0,0,0,0,80564,12391,67747,8202,4614,1891,1493,3315,8753,7226,5700,127,0,"NONE","BOTTOM",1032,9,5,1,176,691,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"123",19,14,16,6,4,4,4,1,1,0,104078,35663,11430,91413,1235,3322,3322,17668,31686,15215,14750,76,0,"JUNGLE","",1220,0,0,0,163,3972,0,0,0,FALSE,TRUE,FALSE,FALSE,NA,NA
"124",4,1,4,1,4,1,0,0,0,0,107377,12523,93024,9430,4921,3874,3874,7219,11818,8532,7675,157,0,"NONE","MIDDLE",1113,16,9,0,155,1116,0,0,1,FALSE,TRUE,FALSE,FALSE,NA,NA
"125",12,3,16,2,6,1,0,0,0,0,399608,58517,363566,25446,10594,15629,6501,21518,14424,20048,18100,340,14,"BOTTOM","BOTTOM",2655,24,14,4,1319,1040,0,10790,64,FALSE,FALSE,FALSE,TRUE,NA,NA
"126",2,5,13,1,2,1,0,0,0,0,12499,4872,4306,5179,3013,1016,0,20320,18471,7629,7125,28,0,"BOTTOM","UTILITY",1769,86,33,13,1091,898,0,174,39,FALSE,TRUE,FALSE,FALSE,NA,NA
"127",6,9,8,1,2,1,0,0,0,0,150854,31601,136522,8679,5652,2953,2953,13011,25799,11666,11525,200,2,"MIDDLE","MIDDLE",1709,14,6,1,678,1296,0,0,32,FALSE,FALSE,FALSE,TRUE,NA,NA
"128",28,11,11,5,7,5,7,3,1,1,88749,50055,9976,70161,8611,901,901,62631,53870,18032,17100,45,0,"TOP","",1430,0,0,0,201,19628,0,407,32,FALSE,FALSE,FALSE,FALSE,NA,NA
"129",5,7,6,1,2,1,0,0,0,0,178007,17593,15659,99171,63177,12251,0,23287,31371,8843,8758,10,135,"JUNGLE","JUNGLE",1353,12,5,0,254,11465,0,0,19,FALSE,TRUE,FALSE,FALSE,NA,NA
"130",16,3,3,3,6,2,4,0,0,0,105575,24664,97503,6328,1742,4608,4608,6218,13552,11381,9675,148,0,"NONE","MIDDLE",1186,7,5,0,368,1717,0,0,1,FALSE,FALSE,FALSE,FALSE,NA,NA
"131",4,2,1,1,4,1,0,0,0,0,103399,13361,696,96996,5706,8402,7509,2870,7406,9384,9150,183,0,"BOTTOM","BOTTOM",1252,20,9,3,752,1574,0,0,12,FALSE,FALSE,FALSE,TRUE,NA,NA
"132",2,5,3,0,0,1,0,0,0,0,169969,9971,2544,114234,53189,6085,885,11169,18570,7629,7550,22,130,"JUNGLE","JUNGLE",1209,15,4,2,452,6743,0,0,10,FALSE,FALSE,FALSE,FALSE,NA,NA
"133",15,11,20,4,5,2,3,0,0,0,66435,36756,412,62939,3082,1498,1498,38719,29265,12314,11750,36,0,"NONE","",1004,0,0,0,214,6427,0,0,40,FALSE,TRUE,FALSE,FALSE,NA,NA
"134",2,12,3,0,0,1,0,0,0,0,112615,15142,5987,84738,21889,9422,4090,17139,34127,8525,8543,159,0,"TOP","TOP",1675,21,9,3,238,2656,0,0,41,FALSE,FALSE,FALSE,FALSE,NA,NA
"135",5,10,4,1,2,1,0,0,0,0,148775,22882,0,145070,3704,1156,1156,37930,30095,11797,11855,204,0,"TOP","TOP",1688,8,5,0,269,5047,0,0,14,FALSE,FALSE,FALSE,FALSE,NA,NA
"136",0,4,16,0,0,0,0,0,0,0,17092,6537,7760,4580,4750,1677,0,15597,13661,7068,6725,27,0,"BOTTOM","UTILITY",1645,79,32,9,632,873,219,1553,24,FALSE,TRUE,FALSE,FALSE,NA,NA
"137",10,2,4,3,5,2,1,0,0,0,174904,15614,8610,162203,4090,19399,13971,15074,19745,14792,11983,195,13,"TOP","TOP",1389,13,5,2,520,6913,0,0,12,TRUE,FALSE,TRUE,FALSE,NA,NA
"138",16,18,31,4,3,2,2,0,0,0,117454,64624,16872,99592,989,1636,1636,140306,118602,14929,14300,54,0,"NONE","",1179,0,0,0,71,20819,0,0,28,FALSE,TRUE,FALSE,FALSE,NA,NA
"139",1,9,18,0,0,1,0,0,0,0,17989,7827,8824,4769,4395,1158,1158,25787,26144,8325,8100,25,0,"BOTTOM","UTILITY",1719,78,41,6,343,1313,0,153,51,FALSE,TRUE,FALSE,FALSE,NA,NA
"140",3,1,1,1,3,2,1,0,0,0,123479,13904,13698,106922,2857,5352,411,16552,16730,8989,8600,210,0,"TOP","TOP",1464,17,8,1,1164,5917,0,0,12,FALSE,FALSE,FALSE,FALSE,NA,NA
"141",3,5,2,1,2,2,1,0,0,0,95213,13989,73829,9194,12189,1897,1897,5354,11161,7358,6950,160,0,"NONE","BOTTOM",1163,11,6,2,426,541,0,0,8,FALSE,FALSE,FALSE,FALSE,NA,NA
"142",16,4,5,4,5,2,5,0,0,0,177572,43334,1603,172083,3884,16272,11594,9775,21824,13734,11900,178,20,"BOTTOM","BOTTOM",1256,8,3,2,456,8590,0,0,16,FALSE,FALSE,TRUE,FALSE,NA,NA
"143",2,9,13,0,0,1,0,0,0,0,60727,18938,41803,4039,14883,1509,447,7653,28739,9260,8800,36,4,"BOTTOM","UTILITY",2061,68,37,3,495,4889,0,0,39,FALSE,FALSE,FALSE,FALSE,NA,NA
"144",1,4,3,0,0,1,0,0,0,0,136041,4524,5187,99245,31608,12910,246,10602,18229,6208,6000,10,115,"NONE","JUNGLE",1097,10,2,1,389,10042,0,0,5,FALSE,FALSE,FALSE,FALSE,NA,NA
"145",4,1,9,1,3,1,0,0,0,0,143774,17258,121996,11909,9867,22706,4272,7612,14572,12609,11625,254,0,"TOP","TOP",1782,18,9,3,1620,4334,0,0,13,FALSE,FALSE,FALSE,FALSE,NA,NA
"146",7,5,5,2,5,2,3,0,0,0,148101,18599,14926,119914,13261,4141,3734,8669,14333,12586,11850,219,0,"BOTTOM","BOTTOM",1645,16,8,2,462,2368,0,0,25,FALSE,FALSE,FALSE,FALSE,NA,NA
"147",10,3,13,4,4,2,1,0,0,0,204846,15998,9979,124767,70099,34544,8809,40567,29988,13382,11950,26,145,"JUNGLE","JUNGLE",1490,25,2,6,679,14846,0,0,17,FALSE,FALSE,FALSE,TRUE,NA,NA
"148",10,4,15,3,5,2,1,0,0,0,143495,26821,12573,129542,1380,14380,14326,10541,12250,12748,11300,165,8,"MIDDLE","MIDDLE",1347,17,9,2,570,1973,0,0,9,FALSE,TRUE,TRUE,FALSE,NA,NA
"149",13,5,13,4,4,3,2,1,0,0,65481,26429,15037,50232,210,7778,7778,6552,13133,11613,10583,42,0,"NONE","",926,0,0,0,297,1688,0,0,0,FALSE,FALSE,FALSE,TRUE,NA,NA
"150",5,8,11,2,2,2,1,0,0,0,183071,33188,169882,12027,1160,10707,7058,14253,21748,13601,13600,250,4,"BOTTOM","BOTTOM",2031,13,10,3,650,882,0,369,37,TRUE,FALSE,FALSE,FALSE,NA,NA
"151",15,9,13,4,4,3,2,2,0,0,295299,28418,10586,233134,51577,28091,5140,28432,41150,16130,14350,33,163,"JUNGLE","JUNGLE",1926,28,4,8,334,20420,0,0,15,FALSE,FALSE,FALSE,FALSE,NA,NA
"152",1,2,0,0,0,1,0,0,0,0,23506,4212,17146,3665,2694,0,0,4539,10837,4116,4000,66,0,"NONE","MIDDLE",931,4,3,0,630,1639,0,0,6,FALSE,FALSE,FALSE,FALSE,NA,NA
"153",19,6,2,4,7,3,2,1,0,0,183938,54431,1497,139133,43306,9098,9098,40353,35368,17296,16483,194,12,"TOP","TOP",1571,9,6,0,493,15933,0,0,37,FALSE,FALSE,TRUE,FALSE,NA,NA
"154",3,5,4,1,2,1,0,0,0,0,143928,8311,86451,15753,41723,7008,0,29679,32785,8063,7825,19,110,"JUNGLE","JUNGLE",1442,17,5,1,707,34960,91,0,17,FALSE,FALSE,FALSE,FALSE,NA,NA
"155",20,10,12,5,4,4,4,2,1,0,33635,27953,0,26358,7277,0,0,20163,27169,11298,10987,8,0,"NONE","",897,0,0,0,117,7726,0,0,48,FALSE,FALSE,FALSE,FALSE,NA,NA
"156",2,3,3,0,0,1,0,0,0,0,96101,18260,25907,67268,2926,9416,7489,14321,21083,8096,7758,160,4,"TOP","TOP",1339,12,11,0,431,3169,0,0,8,FALSE,FALSE,FALSE,FALSE,NA,NA
"157",11,5,7,3,6,2,1,0,0,0,171184,38046,75750,83067,12366,10805,524,18787,24675,14898,13550,246,0,"BOTTOM","BOTTOM",2190,32,14,10,724,3793,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"158",16,7,13,5,5,3,5,1,0,0,328666,46738,0,324534,4131,47051,9717,14152,24265,18115,17350,246,30,"BOTTOM","BOTTOM",2080,11,5,4,383,5350,0,0,28,FALSE,TRUE,TRUE,FALSE,NA,NA
"159",3,2,8,1,3,2,1,0,0,0,217545,13956,35199,97956,84390,8142,28,39477,33661,10440,7450,25,130,"JUNGLE","JUNGLE",1788,26,5,8,681,16835,0,0,38,FALSE,FALSE,FALSE,FALSE,NA,NA
"160",3,10,5,0,0,1,0,0,0,0,107976,11700,12035,85118,10821,1209,962,19313,24227,8602,7825,150,4,"TOP","TOP",1545,14,8,1,317,1360,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"161",1,6,4,0,0,1,0,0,0,0,215161,12506,112365,45055,57739,6140,0,36784,32248,9313,9250,46,161,"JUNGLE","JUNGLE",1683,21,1,6,518,14118,0,0,23,FALSE,FALSE,FALSE,FALSE,NA,NA
"162",3,0,4,1,3,1,0,0,0,0,64577,11213,15895,47326,1356,3589,3589,9355,14102,7435,4975,141,0,"NONE","TOP",914,8,5,0,0,9355,0,0,9,FALSE,TRUE,TRUE,FALSE,NA,NA
"163",5,6,9,1,2,1,0,0,0,0,115725,16752,96488,14325,4911,3086,254,8628,17723,10133,9550,179,0,"BOTTOM","BOTTOM",1667,27,11,4,543,1563,0,1545,38,FALSE,FALSE,FALSE,FALSE,NA,NA
"164",0,5,4,0,0,0,0,0,0,0,17942,3763,13165,2552,2224,457,129,8174,15466,6034,5275,24,0,"BOTTOM","UTILITY",1675,63,31,3,560,2997,1301,5912,24,FALSE,FALSE,FALSE,FALSE,NA,NA
"165",5,3,11,1,2,1,0,0,0,0,100365,9158,89848,9728,789,11465,6372,6763,9075,10403,8800,165,0,"BOTTOM","BOTTOM",1522,15,7,2,697,2198,876,1506,14,FALSE,FALSE,FALSE,FALSE,NA,NA
"166",4,7,7,2,2,1,0,0,0,0,47737,21412,38134,5568,4034,1421,157,12037,17645,8404,7650,36,0,"BOTTOM","UTILITY",1652,55,24,10,504,1774,0,1437,37,FALSE,FALSE,FALSE,FALSE,NA,NA
"167",6,8,18,1,4,1,0,0,0,0,27821,11730,19832,5307,2681,2180,345,12283,24018,8937,8550,19,0,"BOTTOM","UTILITY",1639,60,30,3,472,2430,446,6820,36,FALSE,FALSE,FALSE,FALSE,NA,NA
"168",5,14,22,0,0,1,0,0,0,0,45910,19475,10160,33165,2583,0,0,40284,49842,13139,13783,27,0,"TOP","",1319,0,0,0,147,8169,0,0,24,FALSE,FALSE,FALSE,FALSE,NA,NA
"169",7,1,6,1,6,2,1,0,0,0,119064,23161,81269,25012,12782,4513,4513,75070,27696,11093,9700,171,0,"TOP","TOP",1406,16,6,1,1164,12778,0,0,65,TRUE,FALSE,TRUE,FALSE,NA,NA
"170",14,8,30,4,4,2,3,0,0,0,111776,48136,12459,99317,0,4155,4155,20919,28786,14757,12600,86,0,"NONE","",1041,1,0,0,157,9552,0,0,17,TRUE,FALSE,FALSE,TRUE,NA,NA
"171",6,9,37,1,3,1,0,0,0,0,31040,21329,23589,6395,1055,466,466,27311,32650,10666,9275,14,0,"NONE","",935,0,0,0,117,1366,189,2900,55,FALSE,FALSE,FALSE,TRUE,NA,NA
"172",2,14,0,0,0,1,0,0,0,0,158873,20959,0,141773,17099,6186,6186,22444,38964,10117,9600,195,0,"TOP","TOP",1791,19,10,2,234,2706,0,0,20,FALSE,FALSE,FALSE,FALSE,NA,NA
"173",5,5,3,1,4,2,1,0,0,0,116325,17251,2327,113814,183,1984,1984,20267,26502,10676,9450,203,8,"TOP","TOP",1629,13,5,2,838,7534,0,0,7,FALSE,FALSE,FALSE,FALSE,NA,NA
"174",5,6,3,2,2,2,1,0,0,0,305112,29438,133662,51297,120151,27426,0,29790,45273,11849,11400,32,210,"JUNGLE","JUNGLE",1645,28,6,1,870,24398,0,0,12,FALSE,FALSE,FALSE,FALSE,NA,NA
"175",1,4,4,0,0,1,0,0,0,0,102615,19993,33829,60894,7891,5075,3353,6507,13111,8484,8308,165,0,"BOTTOM","BOTTOM",1239,4,3,0,759,726,0,0,1,FALSE,FALSE,FALSE,FALSE,NA,NA
"176",3,1,9,1,3,1,0,0,0,0,165431,6540,5525,100536,59368,30914,2983,10669,19128,8323,7083,3,129,"NONE","JUNGLE",1161,18,6,1,1037,12991,0,0,9,FALSE,TRUE,FALSE,TRUE,NA,NA
"177",1,1,7,0,0,1,0,0,0,0,12075,3410,4292,4498,3283,1806,1543,2465,4367,5042,3725,17,0,"NONE","UTILITY",961,23,12,1,184,3617,2590,2170,10,FALSE,TRUE,FALSE,FALSE,NA,NA
"178",3,1,2,1,3,1,0,0,0,0,107819,16657,59807,43804,4207,5963,3794,32327,19213,8713,8050,169,2,"NONE","TOP",1143,8,6,0,1030,6019,0,0,15,TRUE,FALSE,TRUE,FALSE,NA,NA
"179",1,4,10,0,0,1,0,0,0,0,20905,8340,12596,5825,2483,349,349,6793,12067,5920,5100,28,0,"BOTTOM","UTILITY",1444,38,19,5,605,7201,4853,4899,26,FALSE,FALSE,FALSE,FALSE,NA,NA
"180",1,2,8,0,0,1,0,0,0,0,166678,5205,15145,108714,42818,34079,0,9033,18484,7224,7100,13,138,"NONE","JUNGLE",1096,10,1,2,504,11889,0,0,5,FALSE,FALSE,FALSE,FALSE,NA,NA
"181",0,7,17,0,0,0,0,0,0,0,18539,5700,6931,6043,5563,5726,1461,15036,18348,7363,7125,25,0,"BOTTOM","UTILITY",1423,55,28,3,343,1281,0,2107,34,FALSE,FALSE,FALSE,FALSE,NA,NA
"182",11,8,14,1,7,1,0,0,0,0,228553,49613,203958,18289,6305,9954,6803,16896,32342,17922,17100,281,10,"MIDDLE","MIDDLE",2520,38,14,6,1090,3401,2083,2679,38,FALSE,FALSE,FALSE,FALSE,NA,NA
"183",3,7,15,1,2,1,0,0,0,0,32627,12546,16427,9173,7026,1887,930,47599,28347,9384,8900,52,0,"MIDDLE","UTILITY",2022,90,43,7,473,4344,466,895,71,FALSE,TRUE,FALSE,FALSE,NA,NA
"184",6,3,6,2,3,1,0,0,0,0,64934,12688,0,63154,1780,4748,4459,5201,10357,7688,7550,113,0,"NONE","MIDDLE",915,6,3,0,251,1706,0,0,1,TRUE,FALSE,FALSE,FALSE,NA,NA
"185",2,5,6,0,0,1,0,0,0,0,138480,12347,13325,114580,10574,11338,10984,17372,18322,10881,9480,191,4,"MIDDLE","MIDDLE",1330,14,8,1,517,2491,0,0,16,FALSE,FALSE,FALSE,FALSE,NA,NA
"186",0,11,16,0,0,0,0,0,0,0,34030,14847,29163,1546,3320,1451,299,52155,37613,8740,7675,24,0,"BOTTOM","UTILITY",2173,88,37,5,571,1923,0,5049,53,FALSE,FALSE,FALSE,FALSE,NA,NA
"187",1,5,8,0,0,1,0,0,0,0,187232,15720,23500,159338,4393,8452,7198,50465,31623,12000,11275,256,2,"TOP","TOP",1942,21,13,5,979,3933,0,0,35,FALSE,FALSE,FALSE,FALSE,NA,NA
"188",7,6,6,1,3,2,1,0,0,0,21974,8337,0,21974,0,739,739,8808,11864,6781,6575,18,0,"NONE","",515,0,0,0,117,1172,0,0,6,FALSE,FALSE,FALSE,FALSE,NA,NA
"189",13,5,8,2,5,2,1,0,0,0,269656,45453,1590,263425,4640,22020,11206,8542,18879,18131,16000,269,0,"BOTTOM","BOTTOM",2298,26,9,6,792,3909,0,0,33,FALSE,FALSE,FALSE,FALSE,NA,NA
"190",11,11,0,2,4,1,0,0,0,0,298721,35828,2841,278785,17095,4077,410,21464,31201,17375,17450,288,12,"MIDDLE","MIDDLE",2334,25,15,5,543,6335,0,0,25,TRUE,FALSE,FALSE,FALSE,NA,NA
"191",5,6,6,2,3,2,1,0,0,0,202626,21337,24475,171291,6860,14233,3162,23653,25774,12691,11875,208,20,"TOP","TOP",1822,19,11,2,454,9296,0,0,25,FALSE,FALSE,TRUE,FALSE,NA,NA
"192",8,5,12,3,3,2,1,0,0,0,377252,41564,191642,29823,155790,36841,1875,34797,63265,15139,12665,51,216,"JUNGLE","JUNGLE",1982,39,2,3,704,39502,0,0,35,FALSE,FALSE,FALSE,FALSE,NA,NA
"193",9,8,2,2,5,2,1,0,0,0,155992,32787,132982,13613,9397,7761,4912,11245,26544,14601,14050,200,0,"MIDDLE","MIDDLE",1978,19,7,3,682,1669,0,0,12,FALSE,FALSE,TRUE,FALSE,NA,NA
"194",11,1,7,1,10,1,0,0,0,0,211649,41427,176371,20079,15198,9174,9174,9496,18252,14445,13650,233,8,"MIDDLE","MIDDLE",1812,16,10,0,1587,4391,0,0,12,TRUE,FALSE,FALSE,FALSE,NA,NA
"195",3,4,17,1,2,1,0,0,0,0,31466,13891,20164,4921,6380,6291,1695,9049,14694,8296,7050,32,0,"BOTTOM","UTILITY",1656,76,30,12,838,11883,8819,4966,22,FALSE,FALSE,FALSE,FALSE,NA,NA
"196",5,9,1,1,2,1,0,0,0,0,86669,15760,67923,15784,2961,0,0,8111,20309,9810,9150,151,0,"MIDDLE","MIDDLE",1469,9,3,1,523,824,0,0,9,FALSE,FALSE,FALSE,FALSE,NA,NA
"197",3,0,4,1,3,1,0,0,0,0,117792,5866,43381,37835,36575,14957,0,5020,12060,6310,6100,10,113,"NONE","JUNGLE",951,13,2,2,0,8342,0,0,12,FALSE,FALSE,FALSE,FALSE,NA,NA
"198",2,4,2,0,0,1,0,0,0,0,82505,6942,67940,10363,4200,3387,3387,8114,14666,7527,6250,152,0,"NONE","MIDDLE",1162,11,6,1,648,2623,0,0,4,FALSE,FALSE,FALSE,FALSE,NA,NA
"199",2,6,28,0,0,1,0,0,0,0,30813,14641,12768,8061,9984,1709,754,47116,24949,9606,9075,26,2,"BOTTOM","UTILITY",1865,75,38,5,321,3346,247,1334,104,FALSE,FALSE,FALSE,FALSE,NA,NA
"200",8,1,14,1,7,2,1,0,0,0,185508,35280,117919,18562,49026,11197,7516,12358,19039,13974,12275,228,2,"MIDDLE","MIDDLE",1712,17,3,2,1267,8950,0,0,23,FALSE,FALSE,FALSE,FALSE,NA,NA
"201",4,3,5,1,2,1,0,0,0,0,130196,17466,9759,118119,2317,5556,1844,21466,26524,10391,9380,181,12,"TOP","TOP",1715,28,8,2,883,7450,0,0,21,FALSE,FALSE,FALSE,FALSE,NA,NA
"202",6,1,3,1,6,1,0,0,0,0,101260,16058,1170,94411,5678,4225,4225,5360,11701,9625,8818,159,0,"NONE","MIDDLE",917,10,5,0,230,1794,0,0,7,FALSE,FALSE,FALSE,FALSE,NA,NA
"203",4,7,14,1,3,1,0,0,0,0,192686,13557,5596,129570,57519,29113,0,24772,36519,10198,9075,28,122,"JUNGLE","JUNGLE",1588,26,1,7,495,20479,0,0,19,TRUE,FALSE,FALSE,FALSE,NA,NA
"204",17,7,8,3,8,2,2,0,0,0,141011,42485,4919,131413,4679,7332,2629,18297,29576,12823,12500,158,0,"BOTTOM","BOTTOM",1678,6,5,0,712,3398,0,0,45,FALSE,FALSE,FALSE,FALSE,NA,NA
"205",15,3,20,4,5,3,2,2,0,0,55066,30895,0,52249,2817,3898,3898,12146,11358,10889,8600,57,0,"NONE","",717,0,0,0,232,4181,1063,0,0,FALSE,FALSE,TRUE,FALSE,NA,NA
"206",2,0,2,1,2,1,0,0,0,0,127976,12374,3073,121099,3804,11411,8132,19781,22055,10943,9125,198,1,"TOP","TOP",1463,17,8,3,0,9365,0,0,25,FALSE,FALSE,FALSE,FALSE,NA,NA
"207",14,11,16,3,4,3,2,1,0,0,79433,26250,4534,73438,1460,890,890,15631,25331,15118,14250,72,0,"NONE","",1181,0,0,0,224,3199,0,0,0,FALSE,TRUE,FALSE,FALSE,NA,NA
"208",10,15,15,2,2,2,1,0,0,0,43269,33288,1975,39606,1686,0,0,25435,26674,11206,10650,16,0,"NONE","",1093,0,0,0,90,448,0,0,10,TRUE,FALSE,FALSE,FALSE,NA,NA
"209",4,12,5,0,0,1,0,0,0,0,225176,16503,18072,164278,42825,10968,0,29102,42704,10566,9675,61,136,"JUNGLE","JUNGLE",1674,14,6,2,254,16015,0,0,19,FALSE,FALSE,FALSE,FALSE,NA,NA
"210",0,5,14,0,0,0,0,0,0,0,18683,9333,12247,4364,2070,659,0,5776,20250,7199,6800,23,0,"BOTTOM","UTILITY",1831,68,30,5,664,19180,14314,1778,40,FALSE,FALSE,FALSE,FALSE,NA,NA
"211",3,5,4,1,2,2,1,0,0,0,123126,15175,34004,75521,13600,7086,3731,7729,14482,9259,9125,200,0,"BOTTOM","BOTTOM",1321,10,7,0,502,1767,0,0,7,TRUE,FALSE,FALSE,FALSE,NA,NA
"212",4,5,3,1,3,1,0,0,0,0,172534,17673,5440,166703,390,904,904,28763,38818,12342,11900,256,0,"JUNGLE","TOP",1837,20,8,2,733,9178,0,0,28,TRUE,FALSE,FALSE,FALSE,NA,NA
"213",12,4,10,3,5,1,0,0,0,0,197592,16340,74475,17112,106005,23195,822,14738,27636,12552,8675,36,127,"JUNGLE","JUNGLE",1379,15,3,1,652,18138,0,0,28,TRUE,FALSE,FALSE,TRUE,NA,NA
"214",8,7,4,1,7,2,2,0,0,0,145135,26750,134565,9645,924,2917,2917,15135,19848,11809,11075,199,0,"MIDDLE","MIDDLE",1606,28,10,2,615,1325,0,0,43,FALSE,FALSE,TRUE,FALSE,NA,NA
"215",10,9,5,2,3,2,2,0,0,0,232665,20796,21037,192602,19025,9359,1742,29516,27339,14491,13700,242,19,"BOTTOM","BOTTOM",1899,25,9,5,355,5476,0,0,28,TRUE,FALSE,FALSE,FALSE,NA,NA
"216",6,10,7,1,2,1,0,0,0,0,204943,29135,48644,136125,20171,6504,6504,16299,37176,13678,13683,207,11,"BOTTOM","BOTTOM",1764,14,9,2,288,4402,0,0,3,FALSE,FALSE,TRUE,FALSE,NA,NA
"217",1,5,2,0,0,1,0,0,0,0,90554,10792,75806,11262,3484,4316,1008,4862,8797,6803,5700,153,3,"NONE","BOTTOM",1198,3,2,0,333,4,0,1232,40,TRUE,FALSE,FALSE,FALSE,NA,NA
"218",10,5,3,4,3,2,1,0,0,0,235256,23950,0,169154,66101,24985,4252,21767,35887,13824,12475,45,146,"JUNGLE","JUNGLE",1633,15,1,3,701,15357,0,0,14,FALSE,FALSE,FALSE,FALSE,NA,NA
"219",5,1,2,1,5,1,0,0,0,0,73211,14902,65800,5404,2006,3736,539,11989,15693,8169,8050,141,0,"MIDDLE","MIDDLE",1328,12,4,1,1149,4853,0,0,16,TRUE,FALSE,FALSE,FALSE,NA,NA
"220",5,2,10,1,3,1,0,0,0,0,104846,20383,20097,82093,2654,7998,908,34134,22628,10148,8250,172,0,"TOP","TOP",1556,17,9,1,662,1157,0,0,35,FALSE,FALSE,FALSE,FALSE,NA,NA
"221",9,8,14,2,4,1,0,0,0,0,417891,60002,68345,210180,139365,47505,950,173761,91496,16106,16000,57,198,"JUNGLE","JUNGLE",2713,38,3,9,803,31328,0,0,75,FALSE,TRUE,FALSE,FALSE,NA,NA
"222",39,16,25,9,9,5,9,3,2,1,194999,91783,145995,24342,24661,5328,5328,64223,62009,22438,21100,93,0,"MIDDLE","",1606,0,0,0,160,22089,0,0,9,FALSE,FALSE,TRUE,FALSE,NA,NA
"223",3,5,19,0,0,1,0,0,0,0,31305,9291,13011,5153,13140,4923,2932,17788,20884,8309,7700,25,0,"BOTTOM","UTILITY",1526,79,35,7,389,2525,265,3156,39,FALSE,FALSE,FALSE,TRUE,NA,NA
"224",6,0,7,1,6,2,1,0,0,0,26521,8215,15761,5320,5439,6106,4194,1315,4018,7658,5850,21,0,"NONE","UTILITY",1101,35,16,1,0,123,0,0,20,FALSE,TRUE,FALSE,TRUE,NA,NA
"225",9,1,11,2,7,1,0,0,0,0,30501,7610,9704,15611,5185,1032,1032,2804,4804,8486,4683,56,0,"NONE","",620,0,0,0,358,1337,0,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA
"226",8,2,2,1,7,2,2,0,0,0,56904,12013,1815,54769,319,2019,2019,3886,7430,7241,6600,117,0,"NONE","BOTTOM",923,10,4,2,441,805,0,0,8,FALSE,FALSE,TRUE,FALSE,NA,NA
"227",10,4,11,3,5,2,1,0,0,0,242322,38586,84938,147884,9499,10293,5910,63157,49064,16417,14425,257,20,"MIDDLE","MIDDLE",2102,33,5,7,515,10043,0,0,57,FALSE,FALSE,FALSE,TRUE,NA,NA
"228",20,8,14,6,7,2,2,0,0,0,420650,57617,3101,338360,79187,76695,3157,39792,55305,19376,17605,61,206,"JUNGLE","JUNGLE",2295,56,7,12,672,25464,0,0,20,TRUE,FALSE,FALSE,FALSE,NA,NA
"229",2,6,21,1,2,1,0,0,0,0,29800,13897,17460,5072,7267,601,68,16808,21065,8892,8800,39,0,"BOTTOM","UTILITY",1908,104,52,12,687,6095,3543,4178,31,FALSE,FALSE,FALSE,FALSE,NA,NA
